
 ================================================================================================================================
   Kinetic data summary @  298.15K
 ================================================================================================================================
        Reaction                                                                        DG            DH            DS               
                                                                                        [kcal/mol]    [kcal/mol]    [cal/mol/K]      
 ================================================================================================================================
 1      H2+M=2H+M                                                                       97.158        104.195       23.600        
 112    H+C2H5=H2+C2H4                                                                  -67.608       -68.157       -1.840        
 113    2C2H4=C2H5+C2H3                                                                 71.682        74.390        9.082         
 114    CH3+C2H5=CH4+C2H4                                                               -66.716       -68.946       -7.480        
 115    O+C2H5=H+CH3CHO                                                                 -73.978       -75.786       -6.064        
 116    2CH3=H+C2H5                                                                     12.746        10.586        -7.245        
 117    O2+C2H5=HO2+C2H4                                                                -13.155       -13.130       0.083         
 118    O2+C2H5=OH+CH3CHO                                                               -59.331       -59.363       -0.105        
 119    H+C2H3(+M)=C2H4(+M)                                                             -101.232      -110.428      -30.842       
 120    C2H4+M=H2+C2H2+M                                                                33.989        41.989        26.831        
 121    O2+C2H4=HO2+C2H3                                                                58.527        61.259        9.164         
 122    H+C2H4=H2+C2H3                                                                  4.074         6.233         7.242         
 123    OH+C2H4=H2O+C2H3                                                                -9.807        -8.423        4.643         
 124    CH3O+C2H4=CH3OH+C2H3                                                            3.777         5.253         4.951         
 125    CH3+C2H4=CH4+C2H3                                                               4.966         5.444         1.602         
 126    CH3+C2H4=CH4+C2H3                                                               4.966         5.444         1.602         
 127    O+C2H4=CH3+HCO                                                                  -29.761       -27.059       9.064         
 128    O+C2H4=H+CH2CHO                                                                 -16.858       -16.962       -0.349        
 129    OH+C2H4=CH3+CH2O                                                                -13.227       -12.535       2.320         
 130    OH+C2H4=H+CH3CHO                                                                -7.386        -9.125        -5.830        
 131    H+C2H2(+M)=C2H3(+M)                                                             -29.915       -35.756       -19.589       
 132    O2+C2H3=O+CH2CHO                                                                -7.303        -8.268        -3.238        
 133    O2+C2H3=O+CH2CHO                                                                -7.303        -8.268        -3.238        
 134    O2+C2H3=HO2+C2H2                                                                -12.790       -13.412       -2.089        
 135    O2+C2H3=HO2+C2H2                                                                -12.790       -13.412       -2.089        
 136    O2+C2H3=CH2O+HCO                                                                -87.277       -86.975       1.016         
 137    O2+C2H3=CH2O+HCO                                                                -87.277       -86.975       1.016         
 138    O2+C2H3=>H+CO+CH2O                                                              -77.859       -71.280       22.065        
 139    O2+C2H3=>H+CO+CH2O                                                              -77.859       -71.280       22.065        
 140    O2+C2H3=CO+CH3O                                                                 -91.757       -92.247       -1.642        
 141    O2+C2H3=CO+CH3O                                                                 -91.757       -92.247       -1.642        
 142    O2+C2H3=CO2+CH3                                                                 -127.641      -129.851      -7.413        
 143    O2+C2H3=CO2+CH3                                                                 -127.641      -129.851      -7.413        
 144    H+C2H3=H2+C2H2                                                                  -67.243       -68.439       -4.011        
 145    OH+C2H3=H2O+C2H2                                                                -81.124       -83.094       -6.610        
 146    CH3+C2H3=CH4+C2H2                                                               -66.350       -69.228       -9.651        
 147    2C2H3=C2H4+C2H2                                                                 -71.317       -74.672       -11.253       
 148    O+C2H2=H+HCCO                                                                   -19.328       -19.389       -0.203        
 149    HCO+C2H2=CO+C2H3                                                                -20.497       -20.062       1.459         
 150    C2H2+HCCO=CO+C3H3                                                               -40.054       -39.555       1.672         
 151    OH+C2H2=CO+CH3                                                                  -55.348       -54.849       1.675         
 152    CH3CHO(+M)=CH3+HCO(+M)                                                          73.766        84.765        36.888        
 153    CH3CHO(+M)=CH4+CO(+M)                                                           -13.081       -4.525        28.697        
 154    O2+CH3CHO=HO2+CH3CO                                                             38.224        40.184        6.573         
 155    O+CH3CHO=OH+CH3CO                                                               -15.212       -13.347       6.256         
 156    OH+CH3CHO=H2O+CH3CO                                                             -30.110       -29.498       2.052         
 157    HO2+CH3CHO=H2O2+CH3CO                                                           1.322         1.954         2.120         
 158    H+CH3CHO=H2+CH2CHO                                                              -10.489       -9.334        3.875         
 159    OH+CH3CHO=H2O+CH2CHO                                                            -24.370       -23.989       1.276         
 160    OH+CH3CHO=HOCHO+CH3                                                             -24.190       -24.655       -1.563        
 161    CH3CO=CO+CH3                                                                    2.256         11.107        29.686        
 162    CH2CHO(+M)=CO+CH3(+M)                                                           -3.484        5.598         30.462        
 163    OH+HCCO=>H2+2CO                                                                 -111.225      -104.395      22.906        
 164    O+HCCO=>H+2CO                                                                   -110.208      -102.899      24.512        
 165    O2+HCCO=>OH+2CO                                                                 -95.562       -86.476       30.472        
 166    O2+HCCO=>H+CO+CO2                                                               -116.274      -110.959      17.829        
 167    C2H5OH=H2O+C2H4                                                                 1.812         10.901        30.485        
 168    C2H5OH=CH3+CH2OH                                                                75.868        87.096        37.660        
 169    C2H5OH=OH+C2H5                                                                  83.301        93.714        34.923        
 170    CH2O+C2H3=H+C2H3CHO                                                             -6.825        -8.957        -7.153        
 171    CH2O+C2H3=HCO+C2H4                                                              -21.625       -22.252       -2.104        
 172    HO2+C3H3=>OH+CO+C2H3                                                            -42.718       -33.509       30.889        
 173    OH+C3H3=CH2O+C2H2                                                               -63.039       -64.515       -4.952        
 174    OH+C3H3=HCO+C2H3                                                                -13.347       -12.095       4.197         
 175    OH+C3H3=CO+C2H4                                                                 -105.160      -106.829      -5.597        
 176    HCO+C2H3=C2H3CHO                                                                -86.432       -97.133       -35.891       
 177    PC4H9=C2H5+C2H4                                                                 14.403        23.938        31.980        
 178    OH+HCCO=H+CO+HCO                                                                -23.485       -15.895       25.458        
 179    O2+HCCO=CO2+HCO                                                                 -125.693      -126.653      -3.220        
 180    2HCCO=>2CO+C2H2                                                                 -90.880       -83.511       24.716        
 181    O2+C2H2=OH+HCCO                                                                 -4.682        -2.966        5.756         
 182    OH+C3H3=C2H3CHO                                                                 -99.779       -109.228      -31.694       
 183    OH+C2H3CHO=>HCO+CH3CHO                                                          -22.186       -22.419       -0.781        
 184    OH+C2H3CHO=>H+CO2+C2H4                                                          -26.094       -22.082       13.455        
 185    HCO+C2H4=>0.2H+0.8CO+0.8C2H5+0.2C2H3CHO                                         -13.145       -13.616       -1.579        
 186    H+C2H3CHO=>HCO+C2H4                                                             -14.800       -13.295       5.049         
 187    O+OH+M=HO2+M                                                                    -57.351       -65.591       -27.637       
 188    O2+C2H5=>CH3O+CH2O                                                              -50.001       -49.651       1.173         
 189    O2+C2H5=>O+CH3+CH2O                                                             30.969        39.926        30.040        
 190    O+C2H5=>0.35H+0.3OH+0.35CH3+0.35CH2O+0.3C2H4+0.35CH3CHO                         -73.806       -74.242       -1.463        
 191    HO2+C2H5=>OH+CH3+CH2O                                                           -22.467       -13.605       29.723        
 192    O+C2H4=>CH3CHO                                                                  -103.528      -111.823      -27.825       
 193    CH2OHCHO=CH2OH+HCO                                                              67.794        79.140        38.053        
 194    CH2OHCHO=2CH2O                                                                  11.943        21.084        30.658        
 195    OH+C2H3CHO=>CHOCHO+CH3                                                          -6.535        -8.318        -5.982        
 196    CHOCHO=2HCO                                                                     58.115        70.664        42.089        
 197    HCOOH=H2O+CO                                                                    -3.649        6.280         33.301        
 198    HCOOH=H2+CO2                                                                    -10.481       -3.547        23.257        
 199    CH3+CH2O=H+CH3CHO                                                               5.841         3.411         -8.150        
 200    C2H6+C2H2=C2H5+C2H3                                                             61.672        64.986        11.115        
 201    2CH3=>H2+C2H4                                                                   -54.862       -57.571       -9.085        
 202    C2H6=H2+C2H4                                                                    23.979        32.585        28.864        
 203    H+CH3CO=CH3CHO                                                                  -80.929       -89.352       -28.251       
 204    O2+CH3CHO=HO2+CH2CHO                                                            43.964        45.693        5.797         
 205    H+CH3CHO=H2+CH3CO                                                               -16.229       -14.843       4.651         
 206    C2H5CHO(+M)=HCO+C2H5(+M)                                                        70.130        82.844        42.644        
 207    C2H5CHO(+M)=CH3+CH2CHO(+M)                                                      70.287        82.354        40.476        
 208    C2H5CHO=>H+CO+C2H5                                                              79.549        98.539        63.692        
 209    C2H5CHO=C2H6+CO                                                                 -12.039       -2.204        32.988        
 210    C2H5CHO+H=>H2+CO+C2H5                                                           -17.610       -5.656        40.092        
 211    C2H5CHO+OH=>H2O+CO+C2H5                                                         -31.490       -20.312       37.493        
 212    C2H5CHO+HO2=>H2O2+CO+C2H5                                                       -0.059        11.140        37.562        
 213    C2H5CHO+CH3=>CH4+CO+C2H5                                                        -16.717       -6.445        34.452        
 214    CH3OH+H=>H2O+CH3                                                                -28.755       -26.797       6.564         
 215    O+CH2O=>2H+CO2                                                                  -27.828       -23.311       15.150        
 216    O+CH3CHO=>H+CO2+CH3                                                             -33.669       -26.722       23.300        
 217    OH+CH2O=>H2+H+CO2                                                               -28.845       -24.807       13.544        
 218    OH+CH3CHO=>H2+CO2+CH3                                                           -34.686       -28.218       21.694        
 219    HO2+C2H2=>CH2O+HCO                                                              -74.488       -73.562       3.105         
 220    CH2O+HCO=CO2+CH3                                                                -40.363       -42.877       -8.429        
 221    HCO+CH3CHO=>CO2+C2H5                                                            -33.458       -35.701       -7.524        
 222    CH2O+C2H3=>0.5CH3O+0.5CH2OH+C2H2                                                11.088        10.213        -2.936        
 223    CO+CH3O=CO2+CH3                                                                 -35.884       -37.604       -5.771        
 224    O2+C2H2=>CO+CH2O                                                                -107.774      -107.036      2.476         
 225    O2+C2H4=>2CH2O                                                                  -65.653       -64.722       3.120         
 226    O2+C2H2=>2HCO                                                                   -37.586       -34.555       10.165        
 227    O2+C2H4=>CH3O+HCO                                                               0.056         2.486         8.151         
 228    O2+CH2CHO=>OH+CO+CH2O                                                           -55.910       -46.589       31.262        
 229    O+CH3+M=>CH3O+M                                                                 -80.970       -89.577       -28.866       
 230    O+C2H3=>CH2CHO                                                                  -118.090      -127.390      -31.192       
 231    O+CH2CHO=>CH2O+HCO                                                              -79.975       -78.707       4.254         
 232    OH+C2H3=>CH3CHO                                                                 -108.618      -119.552      -36.673       
 233    HO2+C2H3=>OH+CH2CHO                                                             -60.739       -61.799       -3.554        
 234    HO2+HCO=H2O2+CO                                                                 -70.189       -71.704       -5.082        
 235    OH+CH3O=>H2O+CH2O                                                               -97.140       -97.883       -2.492        
 236    CH3O+HCO=2CH2O                                                                  -65.709       -67.209       -5.031        
 237    CH3O+HCO=>CH3OH+CO                                                              -88.037       -89.480       -4.843        
 238    CH3+CH2OH=>CH4+CH2O                                                             -72.510       -74.864       -7.897        
 239    H+CH2CHO=>CH3CHO                                                                -86.669       -94.861       -27.475       
 240    OH+CH2CHO=>CH2OH+HCO                                                            -7.590        -6.127        4.905         
 241    CH2CHO=CH3CO                                                                    -5.740        -5.509        0.776         
 242    OH+C2H2=>CH2CHO                                                                 -51.864       -60.447       -28.787       
 243    C2H5CHO+H=>CH2O+C2H5                                                            -9.477        -5.331        13.905        
 244    OH+C2H3CHO=>H2O+CO+C2H3                                                         -15.188       -6.023        30.741        
 245    CH4+CH3CO=>CH3+CH3CHO                                                           15.337        15.632        0.990         
 246    CH4+CH2CHO=>CH3+CH3CHO                                                          9.596         10.123        1.765         
 247    C2H6+C2H3=>C2H5+C2H4                                                            -9.644        -9.685        -0.138        
 248    C2H6+CH2OH=>CH3OH+C2H5                                                          3.990         4.720         2.449         
 249    C2H6+HCO=>CH2O+C2H5                                                             11.981        12.567        1.966         
 250    C2H6+CH3CO=>C2H5+CH3CHO                                                         10.659        11.390        2.453         
 251    C2H6+CH2CHO=>C2H5+CH3CHO                                                        4.918         5.881         3.229         
 252    C2H5+C2H4=>C2H6+C2H3                                                            9.644         9.685         0.138         
 253    O+C2H4=>OH+C2H3                                                                 5.091         7.729         8.848         
 254    HO2+C2H4=>H2O2+C2H3                                                             21.625        23.029        4.712         
 255    CH2OH+C2H4=>CH3OH+C2H3                                                          13.634        14.406        2.587         
 256    C2H4+CH3CO=>C2H3+CH3CHO                                                         20.303        21.076        2.591         
 257    C2H4+CH2CHO=>C2H3+CH3CHO                                                        14.563        15.566        3.367         
 258    H2O2+C2H3=>HO2+C2H4                                                             -21.625       -23.029       -4.712        
 259    H2O2+CH2CHO=>HO2+CH3CHO                                                         -7.062        -7.463        -1.345        
 260    CH2O+C2H5=>C2H6+HCO                                                             -11.981       -12.567       -1.966        
 261    CH2O+CH3CO=>HCO+CH3CHO                                                          -1.322        -1.176        0.488         
 262    CH2O+CH2CHO=>HCO+CH3CHO                                                         -7.062        -6.686        1.263         
 263    CH3OH+CH3CO=>CH3O+CH3CHO                                                        16.526        15.823        -2.360        
 264    CH3OH+CH2CHO=>CH3O+CH3CHO                                                       10.786        10.314        -1.584        
 265    CH3OH+C2H3=>CH2OH+C2H4                                                          -13.634       -14.406       -2.587        
 266    CH3OH+C2H5=>C2H6+CH2OH                                                          -3.990        -4.720        -2.449        
 267    CH3OH+CH3CO=>CH2OH+CH3CHO                                                       6.669         6.670         0.004         
 268    CH3OH+CH2CHO=>CH2OH+CH3CHO                                                      0.928         1.161         0.780         
 269    CH3+CH3CHO=>CH4+CH3CO                                                           -15.337       -15.632       -0.990        
 270    C2H3+CH3CHO=>C2H4+CH3CO                                                         -20.303       -21.076       -2.591        
 271    C2H5+CH3CHO=>C2H6+CH3CO                                                         -10.659       -11.390       -2.453        
 272    CH3O+CH3CHO=>CH3OH+CH3CO                                                        -16.526       -15.823       2.360         
 273    CH2OH+CH3CHO=>CH3OH+CH3CO                                                       -6.669        -6.670        -0.004        
 274    HCO+CH3CHO=>CH2O+CH3CO                                                          1.322         1.176         -0.488        
 275    CH3CHO+CH2CHO=>CH3CHO+CH3CO                                                     -5.740        -5.509        0.776         
 276    CH3+CH3CHO=>CH4+CH2CHO                                                          -9.596        -10.123       -1.765        
 277    C2H3+CH3CHO=>C2H4+CH2CHO                                                        -14.563       -15.566       -3.367        
 278    C2H5+CH3CHO=>C2H6+CH2CHO                                                        -4.918        -5.881        -3.229        
 279    O+CH3CHO=>OH+CH2CHO                                                             -9.472        -7.838        5.481         
 280    HO2+CH3CHO=>H2O2+CH2CHO                                                         7.062         7.463         1.345         
 281    CH3O+CH3CHO=>CH3OH+CH2CHO                                                       -10.786       -10.314       1.584         
 282    CH2OH+CH3CHO=>CH3OH+CH2CHO                                                      -0.928        -1.161        -0.780        
 283    HCO+CH3CHO=>CH2O+CH2CHO                                                         7.062         6.686         -1.263        
 284    CH3CHO+CH3CO=>CH3CHO+CH2CHO                                                     5.740         5.509         -0.776        
 285    C2H5CHO+C2H3=>CO+C2H5+C2H4                                                      -21.683       -11.889       32.850        
 286    C2H5CHO+C2H5=>C2H6+CO+C2H5                                                      -12.039       -2.204        32.988        
 287    C2H5CHO+O=>OH+CO+C2H5                                                           -16.593       -4.160        41.698        
 288    C2H5CHO+O2=>HO2+CO+C2H5                                                         36.844        49.370        42.014        
 289    C2H5CHO+CH3O=>CH3OH+CO+C2H5                                                     -17.907       -6.636        37.801        
 290    C2H5CHO+CH2OH=>CH3OH+CO+C2H5                                                    -8.049        2.517         35.437        
 291    C2H5CHO+HCO=>CO+CH2O+C2H5                                                       -0.058        10.363        34.954        
 292    C2H5CHO+CH3CO=>CO+C2H5+CH3CHO                                                   -1.380        9.187         35.442        
 293    C2H5CHO+CH2CHO=>CO+C2H5+CH3CHO                                                  -7.121        3.677         36.217        
 294    H+CH2OHCHO=>H2+CO+CH2OH                                                         -19.945       -9.361        35.501        
 295    CH3+CH2OHCHO=>CH4+CO+CH2OH                                                      -19.053       -10.150       29.861        
 296    C2H3+CH2OHCHO=>CO+CH2OH+C2H4                                                    -24.019       -15.593       28.259        
 297    C2H5+CH2OHCHO=>C2H6+CO+CH2OH                                                    -14.375       -5.908        28.397        
 298    O+CH2OHCHO=>OH+CO+CH2OH                                                         -18.928       -7.865        37.107        
 299    O2+CH2OHCHO=>HO2+CO+CH2OH                                                       34.508        45.666        37.423        
 300    OH+CH2OHCHO=>H2O+CO+CH2OH                                                       -33.826       -24.016       32.902        
 301    HO2+CH2OHCHO=>H2O2+CO+CH2OH                                                     -2.394        7.436         32.971        
 302    CH3O+CH2OHCHO=>CH3OH+CO+CH2OH                                                   -20.242       -10.341       33.210        
 303    CH2OH+CH2OHCHO=>CH3OH+CO+CH2OH                                                  -10.385       -1.188        30.846        
 304    HCO+CH2OHCHO=>CO+CH2OH+CH2O                                                     -2.394        6.659         30.363        
 305    CH3CO+CH2OHCHO=>CO+CH2OH+CH3CHO                                                 -3.716        5.482         30.850        
 306    CH2CHO+CH2OHCHO=>CO+CH2OH+CH3CHO                                                -9.456        -0.027        31.626        
 307    H+CH2OHCHO=>CHOCHO+H2+H                                                         15.885        22.577        22.445        
 308    CH3+CH2OHCHO=>CH4+CHOCHO+H                                                      16.777        21.788        16.805        
 309    C2H3+CH2OHCHO=>CHOCHO+H+C2H4                                                    11.811        16.344        15.204        
 310    C2H5+CH2OHCHO=>C2H6+CHOCHO+H                                                    21.455        26.029        15.342        
 311    O+CH2OHCHO=>CHOCHO+H+OH                                                         16.902        24.073        24.051        
 312    O2+CH2OHCHO=>CHOCHO+H+HO2                                                       70.338        77.603        24.368        
 313    OH+CH2OHCHO=>CHOCHO+H+H2O                                                       2.004         7.921         19.847        
 314    HO2+CH2OHCHO=>CHOCHO+H+H2O2                                                     33.435        39.373        19.915        
 315    CH3O+CH2OHCHO=>CH3OH+CHOCHO+H                                                   15.588        21.597        20.155        
 316    CH2OH+CH2OHCHO=>CH3OH+CHOCHO+H                                                  25.445        30.750        17.791        
 317    HCO+CH2OHCHO=>CHOCHO+H+CH2O                                                     33.436        38.596        17.307        
 318    CH3CO+CH2OHCHO=>CHOCHO+H+CH3CHO                                                 32.114        37.420        17.795        
 319    CH2CHO+CH2OHCHO=>CHOCHO+H+CH3CHO                                                26.374        31.910        18.571        
 320    CHOCHO+H=>H2+CO+HCO                                                             -29.625       -17.837       39.537        
 321    CHOCHO+CH3=>CH4+CO+HCO                                                          -28.732       -18.626       33.897        
 322    CHOCHO+C2H3=>CO+HCO+C2H4                                                        -33.698       -24.070       32.295        
 323    CHOCHO+C2H5=>C2H6+CO+HCO                                                        -24.054       -14.384       32.433        
 324    CHOCHO+O=>OH+CO+HCO                                                             -28.608       -16.341       41.143        
 325    CHOCHO+O2=>HO2+CO+HCO                                                           24.829        37.190        41.460        
 326    CHOCHO+OH=>H2O+CO+HCO                                                           -43.506       -32.492       36.939        
 327    CHOCHO+HO2=>H2O2+CO+HCO                                                         -12.074       -1.040        37.007        
 328    CHOCHO+CH3O=>CH3OH+CO+HCO                                                       -29.922       -18.817       37.246        
 329    CHOCHO+CH2OH=>CH3OH+CO+HCO                                                      -20.064       -9.664        34.883        
 330    CHOCHO+HCO=>CO+CH2O+HCO                                                         -12.074       -1.818        34.399        
 331    CHOCHO+CH3CO=>CO+HCO+CH3CHO                                                     -13.395       -2.994        34.887        
 332    CHOCHO+CH2CHO=>CO+HCO+CH3CHO                                                    -19.136       -8.503        35.662        
 333    H+HCOOH=>H2+OH+CO                                                               10.232        20.936        35.899        
 334    CH3+HCOOH=>CH4+OH+CO                                                            11.125        20.147        30.259        
 335    C2H3+HCOOH=>OH+CO+C2H4                                                          6.159         14.703        28.657        
 336    C2H5+HCOOH=>C2H6+OH+CO                                                          15.803        24.388        28.796        
 337    O+HCOOH=>2OH+CO                                                                 11.249        22.431        37.505        
 338    O2+HCOOH=>OH+HO2+CO                                                             64.686        75.962        37.822        
 339    OH+HCOOH=>H2O+OH+CO                                                             -3.649        6.280         33.301        
